"pathway","human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-2206307",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206308",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2214320",15,12,13,5,2,2,0,4,4,4,4,2,1,0
"R-HSA-2219528",124,0,0,0,0,0,0,21,0,0,0,0,0,0
"R-HSA-2219530",96,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2243919",24,18,18,13,2,4,0,13,9,9,9,4,3,0
"R-HSA-2262752",811,505,521,467,268,328,188,289,236,236,230,176,187,124
"R-HSA-2299718",55,21,21,10,10,8,4,10,10,10,10,10,10,10
"R-HSA-2393930",34,4,4,4,1,0,1,13,6,6,6,1,0,1
"R-HSA-2395516",10,3,3,3,2,3,2,2,2,2,2,2,2,2
"R-HSA-2404192",73,36,38,35,9,9,5,19,19,19,15,9,10,8
"R-HSA-2408499",12,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-2408508",39,7,7,7,5,4,4,10,8,8,8,7,6,6
"R-HSA-2408522",180,88,91,82,80,80,74,33,15,16,16,13,12,8
"R-HSA-2408550",22,2,2,2,1,1,0,7,3,3,3,1,1,0
"R-HSA-2408552",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2408557",112,79,82,73,74,75,70,7,2,3,3,3,3,2
"R-HSA-2424491",36,21,21,16,4,4,1,17,17,17,15,15,13,11
"R-HSA-2426168",71,30,32,27,14,18,13,42,39,39,38,25,26,14
"R-HSA-2428924",72,35,37,34,9,9,5,17,17,17,13,9,10,8
"R-HSA-2428928",69,35,37,34,9,9,5,12,12,12,10,7,8,6
"R-HSA-2428933",16,4,4,3,1,1,1,5,5,5,3,2,2,2
"R-HSA-2453864",31,0,0,0,0,0,0,16,0,0,0,0,0,0
"R-HSA-2453902",57,20,21,18,9,6,0,25,17,17,17,8,8,0
"R-HSA-2454202",235,129,128,99,58,64,44,63,57,57,51,45,43,34
"R-HSA-2465910",12,7,7,6,2,3,2,4,4,4,4,2,3,1
"R-HSA-2466712",8,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-2467813",195,163,166,149,77,91,63,8,8,8,8,8,6,8
"R-HSA-2468052",13,11,11,10,7,7,6,4,4,4,4,4,4,4
"R-HSA-2470946",10,10,10,9,8,8,5,2,2,2,2,2,2,2
"R-HSA-2473224",4,3,3,3,0,1,0,2,2,2,2,0,2,0
"R-HSA-2474795",31,0,0,0,0,0,0,17,0,0,0,0,0,0
"R-HSA-2485179",20,8,8,8,3,3,0,8,7,7,7,3,3,0
"R-HSA-2500257",134,102,106,92,32,40,19,8,8,8,8,8,8,8
"R-HSA-2514853",15,9,10,10,8,8,7,4,4,4,4,4,4,4
"R-HSA-2514856",59,29,29,29,12,10,3,27,26,26,25,14,11,3
"R-HSA-2514859",54,28,28,28,11,9,3,19,19,19,18,11,8,3
"R-HSA-2534343",12,1,10,8,1,0,0,2,1,2,2,1,0,0
"R-HSA-2555396",250,197,202,182,99,119,77,33,32,32,32,32,30,27
"R-HSA-2559580",114,62,63,50,26,28,9,40,35,35,35,31,30,12
"R-HSA-2559582",91,44,46,36,19,23,15,22,17,17,16,12,14,9
"R-HSA-2559583",200,117,120,105,46,52,30,90,76,76,75,58,58,32
"R-HSA-2559584",17,12,13,11,0,0,4,2,2,2,2,0,0,2
"R-HSA-2559585",42,21,21,21,8,9,1,19,14,14,14,8,7,1
"R-HSA-2559586",71,37,39,27,7,6,11,18,16,16,16,11,11,12
"R-HSA-2562578",10,3,4,3,1,2,0,3,2,3,2,1,2,0
"R-HSA-2564830",23,5,5,4,3,3,2,3,2,2,2,2,2,1
"R-HSA-2565942",92,70,74,62,15,26,7,12,9,9,9,8,9,7
"R-HSA-2586552",13,7,7,5,1,0,0,19,15,15,15,2,0,0
"R-HSA-2644602",68,0,0,0,0,0,0,21,0,0,0,0,0,0
"R-HSA-2644603",68,0,0,0,0,0,0,39,0,0,0,0,0,0
"R-HSA-2644605",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-2644606",68,0,0,0,0,0,0,21,0,0,0,0,0,0
"R-HSA-2644607",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-264642",26,15,14,13,10,9,1,6,5,5,5,5,5,1
"R-HSA-264870",12,12,12,12,4,6,0,10,10,10,10,4,9,0
"R-HSA-264876",30,19,19,19,14,11,9,16,11,11,11,6,4,2
"R-HSA-2660825",8,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-2660826",8,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-2672351",119,90,92,64,33,32,4,28,24,25,19,17,17,4
"R-HSA-2682334",101,80,80,74,39,38,20,56,54,54,54,45,44,12
"R-HSA-2691230",16,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-2691232",16,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-2730905",107,32,29,11,4,3,2,7,7,7,5,7,6,6
"R-HSA-2855086",12,2,3,1,0,1,0,3,3,3,3,0,1,0
"R-HSA-2871796",124,43,40,21,10,8,4,20,19,19,16,18,16,15
"R-HSA-2871809",129,45,42,21,8,11,3,11,11,11,10,11,11,8
"R-HSA-2871837",175,89,88,66,42,47,38,19,15,15,15,7,10,5
"R-HSA-2892245",10,1,1,1,1,1,0,7,6,6,6,6,6,0
"R-HSA-2892247",21,4,4,3,2,2,0,16,16,16,16,16,16,0
"R-HSA-2894858",68,0,0,0,0,0,0,21,0,0,0,0,0,0
"R-HSA-2894862",68,0,0,0,0,0,0,21,0,0,0,0,0,0
"R-HSA-2978092",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-2979096",23,14,14,10,7,8,0,11,8,8,5,4,4,0
"R-HSA-2980736",126,68,69,63,29,28,10,63,57,57,55,22,27,3
"R-HSA-2980766",65,36,38,33,14,30,2,13,9,9,9,8,8,4
"R-HSA-2980767",9,2,3,2,2,1,0,4,1,1,1,1,1,0
"R-HSA-2990846",192,145,148,136,61,79,34,140,140,140,140,140,138,140
"R-HSA-2995383",27,10,12,9,6,6,2,7,7,7,7,7,7,3
"R-HSA-2995410",88,54,56,48,31,43,17,24,24,24,24,24,24,19
"R-HSA-3000157",31,25,27,15,4,4,0,15,15,15,15,13,12,0
"R-HSA-3000170",29,21,22,21,6,6,1,15,14,14,14,5,5,1
"R-HSA-3000171",61,50,52,40,13,9,1,22,21,21,21,11,9,1
"R-HSA-3000178",79,58,64,47,11,12,0,23,23,23,21,12,13,0
"R-HSA-3000471",21,1,1,1,0,0,0,5,2,2,2,0,0,0
"R-HSA-3000480",48,11,11,9,2,2,0,10,8,8,8,2,2,0
"R-HSA-3000484",16,3,3,3,2,2,1,2,2,2,2,2,2,2
"R-HSA-3000497",15,2,3,2,0,0,0,4,2,4,4,0,0,0
"R-HSA-3065676",8,5,5,5,3,1,3,3,3,3,3,3,1,3
"R-HSA-3065678",7,5,5,5,3,2,3,3,3,3,3,3,3,3
"R-HSA-3065679",6,5,5,5,3,2,3,3,3,3,3,3,3,3
"R-HSA-3108214",81,60,63,53,23,40,14,24,24,24,24,24,24,24
"R-HSA-3108232",183,137,140,128,56,77,29,131,131,131,131,131,131,131
"R-HSA-3134963",7,4,4,4,2,4,0,5,5,5,5,5,5,0
"R-HSA-3134973",7,3,3,3,2,2,0,5,3,3,3,3,3,0
"R-HSA-3134975",21,9,10,6,3,4,0,9,7,7,6,5,6,0
"R-HSA-3214815",63,35,39,29,11,15,9,5,5,5,5,5,3,5
"R-HSA-3214841",49,40,43,34,18,20,7,22,22,22,21,14,13,11
"R-HSA-3214842",31,18,23,18,7,3,7,17,17,17,17,15,6,12
"R-HSA-3214847",110,50,53,36,14,20,19,15,15,15,10,12,7,13
"R-HSA-3214858",53,36,37,30,17,18,13,22,21,21,21,11,19,11
"R-HSA-3215018",13,10,10,10,6,4,6,9,9,9,9,9,7,9
"R-HSA-3229121",22,0,0,0,0,0,0,10,0,0,0,0,0,0
"R-HSA-3229133",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3232118",20,13,13,13,5,5,6,11,11,11,11,11,11,11
"R-HSA-3232142",43,30,31,29,10,26,3,3,3,3,3,3,3,3
"R-HSA-3238698",28,24,25,25,10,12,4,12,12,12,12,12,12,3
"R-HSA-3247509",256,166,180,141,57,71,47,85,84,84,78,59,50,54
"R-HSA-3248023",7,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3249367",5,3,3,3,0,1,0,6,6,6,6,0,2,0
"R-HSA-3270619",19,10,10,8,4,5,3,5,5,5,5,1,3,1
"R-HSA-3274531",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3282872",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3295583",30,25,25,21,7,7,1,4,4,4,3,2,2,1
"R-HSA-3296197",7,2,2,1,0,0,0,3,2,2,1,0,0,0
"R-HSA-3296469",31,0,0,0,0,0,0,16,0,0,0,0,0,0
"R-HSA-3296482",42,0,0,0,0,0,0,22,0,0,0,0,0,0
"R-HSA-3299685",65,31,31,28,14,12,6,34,27,27,25,20,15,12
"R-HSA-3301854",42,25,27,25,9,24,1,2,2,2,2,2,2,2
"R-HSA-3304347",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3304349",8,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3304351",9,0,0,0,0,0,0,7,0,0,0,0,0,0
"R-HSA-3304356",7,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3311021",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3315487",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3322077",26,10,10,11,8,5,8,24,12,12,18,19,6,18
"R-HSA-3323169",12,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-3359454",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359457",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359458",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359462",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359463",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359467",9,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359469",9,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3359471",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359473",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359474",5,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3359475",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359478",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3359485",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3371378",11,7,7,7,0,1,0,4,4,4,4,0,4,0
"R-HSA-3371453",113,54,56,55,25,43,4,14,13,13,13,11,12,9
"R-HSA-3371497",71,45,45,34,24,30,15,15,15,15,15,15,15,15
"R-HSA-3371511",43,8,8,8,5,7,5,7,5,5,5,4,5,4
"R-HSA-3371556",135,67,69,68,36,53,11,29,26,26,26,23,25,20
"R-HSA-3371568",47,10,10,9,7,7,4,5,5,5,5,5,5,4
"R-HSA-3371571",59,16,16,15,12,12,7,8,8,8,8,8,8,7
"R-HSA-3371598",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3371599",10,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-349425",54,48,48,46,37,40,33,5,3,3,3,3,2,1
"R-HSA-350054",28,16,22,18,8,7,3,2,2,2,2,2,2,2
"R-HSA-350562",51,50,50,48,37,41,34,4,4,4,4,4,4,4
"R-HSA-350864",9,3,3,2,0,0,0,2,2,2,1,0,0,0
"R-HSA-351143",8,2,2,1,0,0,0,2,2,2,1,0,0,0
"R-HSA-351200",16,2,2,2,2,2,1,7,4,4,4,4,4,2
"R-HSA-351202",80,57,57,54,41,46,37,17,14,14,13,11,12,9
"R-HSA-351906",11,11,11,8,2,2,0,10,10,10,10,2,10,0
"R-HSA-352230",68,32,32,29,6,11,3,36,34,34,31,10,10,2
"R-HSA-352238",3,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-354192",39,20,21,18,9,10,3,24,24,24,24,24,24,3
"R-HSA-354194",20,9,10,8,4,4,1,2,2,2,2,2,2,1
"R-HSA-3560782",55,0,0,0,0,0,0,29,0,0,0,0,0,0
"R-HSA-3560783",21,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3560792",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3560796",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3560801",22,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3595172",9,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3595174",9,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3595177",10,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3642278",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3642279",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3645790",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3656225",9,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3656234",4,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-3656237",16,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-3656243",9,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3656244",9,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-3656248",4,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-3656253",16,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-3656532",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3656534",7,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3656535",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3700989",487,291,297,279,139,183,103,259,175,178,175,83,115,47
"R-HSA-372708",22,10,11,10,4,5,0,3,3,3,3,3,3,0
"R-HSA-372790",860,591,617,524,118,119,19,353,343,344,323,176,183,78
"R-HSA-373076",412,289,298,258,26,31,0,158,152,153,138,25,34,0
"R-HSA-373080",99,73,77,69,11,12,1,20,20,20,18,4,4,1
"R-HSA-373752",59,27,29,27,12,13,2,37,31,32,32,19,17,3
"R-HSA-373753",25,20,20,18,5,9,0,13,13,13,13,5,13,0
"R-HSA-373755",70,53,54,46,19,19,8,41,40,40,37,27,27,15
"R-HSA-373756",2,1,2,2,1,0,0,2,1,2,2,1,0,0
"R-HSA-373760",130,84,85,71,24,31,12,54,44,44,44,30,32,11
"R-HSA-375165",70,41,45,37,15,10,1,23,23,23,23,22,22,2
"R-HSA-375276",203,168,175,144,12,16,0,76,73,74,71,14,17,0
"R-HSA-375280",51,41,42,40,10,9,0,22,22,22,20,7,12,0
"R-HSA-375281",13,11,11,12,1,4,0,4,4,4,4,1,3,0
"R-HSA-376172",15,8,8,7,3,3,1,6,6,6,6,2,2,1
"R-HSA-376176",235,181,188,168,137,143,119,60,38,46,39,32,34,10
"R-HSA-3769402",44,28,31,28,15,20,2,14,14,14,14,13,14,4
"R-HSA-3772470",15,7,7,1,1,1,0,5,4,4,1,1,1,0
"R-HSA-3781860",39,0,0,0,0,0,0,23,0,0,0,0,0,0
"R-HSA-3781865",202,0,0,0,0,0,0,77,0,0,0,0,0,0
"R-HSA-3785653",11,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-379397",13,3,3,2,0,0,0,4,4,4,3,0,0,0
"R-HSA-379398",12,2,2,1,0,0,0,2,2,2,1,0,0,0
"R-HSA-379401",17,4,4,3,0,0,0,7,7,7,5,0,0,0
"R-HSA-379716",50,1,1,0,0,0,1,21,1,1,0,0,0,1
"R-HSA-379724",68,2,2,1,1,1,2,42,2,2,1,1,1,2
"R-HSA-379726",47,1,1,1,1,1,1,21,1,1,1,1,1,1
"R-HSA-380095",5,5,5,5,1,0,0,3,3,3,3,1,0,0
"R-HSA-380108",57,46,47,36,1,0,0,19,19,19,16,2,0,0
"R-HSA-380259",71,58,61,50,7,17,4,2,2,2,2,2,2,2
"R-HSA-380270",81,68,71,59,7,17,4,3,3,3,3,3,3,3
"R-HSA-380284",71,58,61,50,7,17,4,3,3,3,3,3,3,3
"R-HSA-380287",83,68,71,59,7,17,4,6,6,6,6,6,6,6
"R-HSA-380320",97,76,79,62,9,22,6,2,2,2,2,2,2,2
"R-HSA-380612",13,2,2,1,1,0,1,2,2,2,1,1,0,1
"R-HSA-380615",16,3,3,2,2,1,1,3,3,3,2,2,1,1
"R-HSA-380972",36,29,29,24,16,18,11,7,7,7,7,7,7,7
"R-HSA-380994",34,16,16,16,13,11,12,7,5,5,4,2,2,2
"R-HSA-381033",17,5,5,5,5,5,0,10,9,9,9,9,9,0
"R-HSA-381038",95,19,18,16,14,14,8,47,19,18,16,14,14,8
"R-HSA-381042",42,21,21,21,17,16,15,11,9,9,8,5,6,4
"R-HSA-381070",101,21,20,18,16,16,9,53,22,21,19,17,17,11
"R-HSA-381119",155,47,46,44,36,34,24,94,51,50,47,38,36,15
"R-HSA-381183",15,4,4,4,4,4,0,5,5,5,5,5,5,0
"R-HSA-381340",109,24,48,42,7,13,1,18,14,14,14,11,13,2
"R-HSA-381426",127,110,113,93,28,40,1,14,14,14,14,2,9,1
"R-HSA-3814836",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-381676",49,40,41,38,13,16,1,11,11,11,11,10,10,3
"R-HSA-381753",432,301,311,15,5,5,0,2,2,2,2,2,2,0
"R-HSA-381771",43,17,17,14,3,3,0,7,7,7,7,2,2,0
"R-HSA-382551",958,655,667,564,283,296,125,441,405,408,373,221,237,93
"R-HSA-382556",122,95,95,87,62,68,49,27,27,27,23,17,20,11
"R-HSA-3828062",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-383280",86,30,31,30,10,9,0,2,2,2,2,2,2,0
"R-HSA-3858494",166,130,132,124,68,79,44,51,47,47,46,43,43,16
"R-HSA-3858516",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-3878781",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-388396",781,542,567,479,111,112,19,168,164,164,160,145,143,77
"R-HSA-388479",6,6,6,5,0,0,0,3,3,3,3,0,0,0
"R-HSA-388841",97,52,52,39,16,16,12,35,35,35,32,20,22,13
"R-HSA-388844",20,17,18,16,4,4,0,6,6,6,6,6,5,0
"R-HSA-389356",39,27,27,25,13,13,10,19,19,19,19,11,13,9
"R-HSA-389357",26,21,21,20,10,9,9,9,9,9,9,7,8,7
"R-HSA-389359",17,8,8,7,3,3,1,6,6,6,6,4,4,2
"R-HSA-389397",8,8,8,6,0,1,0,4,4,4,4,0,1,0
"R-HSA-389513",25,15,15,12,3,2,3,5,5,5,5,4,4,4
"R-HSA-389542",7,1,1,1,1,1,1,3,2,2,2,2,2,2
"R-HSA-389599",31,5,5,5,2,2,2,8,6,6,6,2,2,2
"R-HSA-389661",72,30,30,30,23,27,17,23,18,18,18,14,16,11
"R-HSA-389887",31,8,8,7,7,6,3,11,9,9,9,9,8,4
"R-HSA-3899300",44,37,37,34,11,20,5,27,27,27,27,27,27,27
"R-HSA-389948",45,16,16,7,2,2,0,5,5,5,3,3,3,0
"R-HSA-389957",29,18,18,14,10,13,8,2,2,2,2,2,2,1
"R-HSA-389958",37,21,21,15,10,15,10,6,6,6,6,6,6,5
"R-HSA-389960",30,20,20,14,10,14,10,2,2,2,2,2,2,2
"R-HSA-389977",25,12,12,8,3,7,2,9,9,9,9,7,9,6
"R-HSA-390247",38,8,8,7,4,2,5,12,8,8,8,6,3,6
"R-HSA-390450",13,10,10,8,8,9,8,2,2,2,2,2,2,2
"R-HSA-390466",96,70,73,64,32,39,22,19,19,19,19,19,19,18
"R-HSA-390471",40,32,32,28,19,20,16,2,2,2,2,2,2,2
"R-HSA-390522",40,32,35,32,3,3,1,4,4,4,4,4,4,4
"R-HSA-390648",6,5,5,5,1,1,0,2,2,2,2,1,1,0
"R-HSA-390650",5,4,4,2,0,0,0,4,4,4,2,0,0,0
"R-HSA-390651",6,4,5,5,1,2,0,3,3,3,3,1,2,0
"R-HSA-390666",13,11,11,11,6,3,0,4,4,4,4,3,2,0
"R-HSA-390696",11,9,9,9,2,2,0,7,7,7,7,2,6,0
"R-HSA-3906995",78,0,0,0,0,0,0,9,0,0,0,0,0,0
"R-HSA-390918",90,24,24,22,14,11,9,35,27,27,27,20,15,13
"R-HSA-391160",18,10,10,5,1,1,0,10,10,9,4,1,1,0
"R-HSA-391251",102,71,74,65,33,40,22,28,28,28,28,26,28,24
"R-HSA-391903",25,14,14,12,0,0,0,14,13,13,10,0,0,0
"R-HSA-391906",9,5,5,4,0,0,0,5,5,5,3,0,0,0
"R-HSA-391908",14,9,9,7,0,0,0,8,8,8,6,0,0,0
"R-HSA-392023",5,3,3,3,1,1,0,1,1,1,1,1,1,0
"R-HSA-392154",35,17,17,13,3,4,2,7,5,5,5,1,2,2
"R-HSA-392170",25,21,22,20,6,6,1,4,4,4,4,3,3,3
"R-HSA-392451",29,24,25,23,8,8,3,4,4,4,4,4,4,3
"R-HSA-392499",2334,1592,1649,1411,786,899,417,892,738,744,720,566,608,414
"R-HSA-392517",24,13,13,12,6,5,1,7,7,7,7,7,7,1
"R-HSA-392518",40,31,32,29,10,9,4,19,18,18,17,14,14,14
"R-HSA-392851",23,18,19,18,4,5,1,4,4,4,4,3,3,3
"R-HSA-3928662",51,27,27,25,17,19,10,26,24,24,24,18,20,8
"R-HSA-3928663",33,18,19,19,7,6,2,4,4,4,4,4,4,1
"R-HSA-3928664",23,17,16,16,5,5,1,11,11,11,11,9,10,2
"R-HSA-3928665",55,44,44,39,17,15,7,9,9,9,9,9,8,1
"R-HSA-397014",213,162,172,152,42,31,7,42,40,40,38,29,28,9
"R-HSA-397795",39,30,31,28,10,11,4,15,15,15,15,15,15,13
"R-HSA-399710",7,4,4,4,2,4,0,5,5,5,5,5,5,0
"R-HSA-399719",37,23,23,22,7,10,3,4,4,4,4,4,4,4
"R-HSA-399721",39,23,23,22,7,10,3,9,9,9,9,9,9,4
"R-HSA-399954",19,11,11,10,3,4,3,6,5,5,5,5,5,4
"R-HSA-399955",19,13,13,13,6,5,1,8,8,8,8,8,8,2
"R-HSA-399956",18,15,15,15,6,5,1,5,5,5,5,5,5,1
"R-HSA-399997",19,10,10,9,2,3,1,7,7,7,7,4,4,4
"R-HSA-400042",32,27,28,27,9,11,1,6,6,6,6,5,5,4
"R-HSA-400206",177,49,73,63,20,25,6,44,44,44,44,42,43,42
"R-HSA-400253",105,30,33,30,14,18,3,59,26,26,26,21,22,5
"R-HSA-400451",27,10,10,9,4,3,3,7,6,6,6,5,4,5
"R-HSA-400508",47,19,19,16,3,3,0,14,14,14,14,2,2,0
"R-HSA-400511",22,11,11,10,0,0,0,7,7,7,7,0,0,0
"R-HSA-400685",30,17,18,17,7,7,3,13,13,13,13,8,7,7
"R-HSA-4043911",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4043916",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4085001",60,33,33,29,4,6,0,21,16,16,16,4,7,0
"R-HSA-4085011",5,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-4085023",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-4085377",39,28,29,27,9,25,3,5,5,5,5,5,5,5
"R-HSA-4086398",81,53,55,50,20,23,4,27,23,23,22,21,21,10
"R-HSA-4086400",99,83,83,79,50,58,40,24,24,24,24,22,22,6
"R-HSA-4090294",40,20,19,18,8,9,3,25,25,25,25,25,25,25
"R-HSA-416476",283,193,194,168,43,38,4,35,35,35,35,29,29,20
"R-HSA-416482",85,70,74,65,23,20,6,15,15,15,15,15,14,10
"R-HSA-416550",14,5,5,5,2,1,1,6,6,6,6,2,1,4
"R-HSA-416572",24,16,17,16,6,7,3,7,7,7,7,6,6,3
"R-HSA-416700",19,16,16,10,1,2,1,9,9,9,6,1,2,1
"R-HSA-416993",23,13,13,13,4,7,2,3,3,3,3,3,3,3
"R-HSA-417957",18,11,11,10,0,0,0,13,12,12,11,0,0,0
"R-HSA-417973",5,4,4,4,0,0,0,2,2,2,2,0,0,0
"R-HSA-418038",23,15,15,14,0,0,0,15,14,14,13,0,0,0
"R-HSA-418217",23,19,20,18,4,6,1,2,2,2,2,2,2,2
"R-HSA-418346",117,72,76,64,21,18,7,30,28,28,27,17,14,8
"R-HSA-418359",15,10,12,9,6,3,1,3,3,3,3,3,3,1
"R-HSA-418360",35,24,26,22,9,7,1,8,8,8,8,7,7,1
"R-HSA-418457",18,15,15,11,3,3,1,4,4,4,4,1,1,1
"R-HSA-418555",172,128,142,123,22,30,2,18,17,17,17,12,11,5
"R-HSA-418592",29,23,24,23,7,7,3,7,6,6,6,4,4,5
"R-HSA-418594",421,271,280,231,53,56,8,74,71,71,67,63,66,22
"R-HSA-418597",62,46,47,44,18,18,2,13,13,13,13,13,10,7
"R-HSA-418885",19,7,7,7,4,3,1,12,12,12,12,9,7,2
"R-HSA-418886",10,3,3,2,1,1,0,4,4,4,4,2,2,0
"R-HSA-418889",12,4,4,4,1,2,0,8,7,7,7,2,5,0
"R-HSA-418890",16,8,8,8,2,4,0,4,4,4,4,3,3,0
"R-HSA-418990",35,31,32,26,3,6,0,16,16,16,16,3,4,0
"R-HSA-419037",44,28,31,26,7,4,0,10,10,10,10,9,9,0
"R-HSA-419408",19,10,10,10,0,0,0,5,5,5,5,0,0,0
"R-HSA-419771",10,7,7,8,1,1,0,2,2,2,2,1,1,0
"R-HSA-419812",11,10,10,8,0,0,0,4,4,4,4,0,0,0
"R-HSA-420029",30,6,6,6,1,2,0,3,1,1,1,1,1,0
"R-HSA-420092",35,30,33,27,4,5,1,8,8,8,6,1,1,1
"R-HSA-420499",93,31,31,17,5,2,0,7,7,7,7,2,2,0
"R-HSA-420597",7,7,7,6,0,0,0,8,8,8,8,0,0,0
"R-HSA-421270",67,38,40,34,5,8,0,21,18,19,19,5,5,0
"R-HSA-422085",26,14,14,13,1,1,0,8,8,8,7,1,1,0
"R-HSA-422356",106,73,73,70,24,28,4,34,33,33,33,26,26,13
"R-HSA-422475",584,440,451,396,224,231,151,298,258,266,253,179,181,56
"R-HSA-425366",162,74,78,65,30,37,8,67,59,61,53,33,35,8
"R-HSA-425381",14,10,10,10,2,3,0,4,4,4,4,2,3,0
"R-HSA-425393",164,102,105,93,43,38,12,75,72,73,68,39,35,12
"R-HSA-425397",108,40,40,36,17,18,6,39,38,38,35,23,24,11
"R-HSA-425407",415,227,235,206,93,96,28,191,178,181,166,98,98,33
"R-HSA-425410",33,21,21,15,15,11,6,20,15,15,12,14,10,6
"R-HSA-425561",15,10,11,7,5,5,1,4,4,4,3,3,3,1
"R-HSA-425986",11,8,9,7,5,3,1,4,4,4,3,3,3,1
"R-HSA-426048",13,5,5,5,2,2,0,3,3,3,3,2,2,0
"R-HSA-426117",10,7,7,6,5,2,0,3,3,3,3,3,1,0
"R-HSA-426486",9,9,9,9,6,6,0,5,5,5,5,5,4,0
"R-HSA-426496",7,7,7,7,4,3,0,3,3,3,3,3,2,0
